Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2025-01-14 06:30:00 AM +0000,Pull Up,8,1.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-14 06:30:00 AM +0000,Leg Curl,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-14 06:30:00 AM +0000,Leg Curl,12,41.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-14 06:30:00 AM +0000,Leg Curl,12,41.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-14 06:30:00 AM +0000,Barbell Curl,10,10.799999999999999,0.0,0.0,0.0,0.0,true,,1.0
2025-01-14 06:30:00 AM +0000,Barbell Curl,10,19.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-14 06:30:00 AM +0000,Barbell Curl,10,19.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-16 06:30:00 AM +0000,Barbell Bench Press,10,30.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-16 06:30:00 AM +0000,Barbell Bench Press,10,51.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-16 06:30:00 AM +0000,Barbell Bench Press,10,51.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-16 06:30:00 AM +0000,Bent Over Barbell Row,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-16 06:30:00 AM +0000,Bent Over Barbell Row,10,41.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-16 06:30:00 AM +0000,Bent Over Barbell Row,10,41.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-16 06:30:00 AM +0000,Dumbbell Shoulder Press,10,9.6,0.0,0.0,0.0,0.0,true,,2.0
2025-01-16 06:30:00 AM +0000,Dumbbell Shoulder Press,12,17.25,0.0,0.0,0.0,0.0,false,,2.0
2025-01-16 06:30:00 AM +0000,Dumbbell Shoulder Press,12,17.25,0.0,0.0,0.0,0.0,false,,2.0
2025-01-16 06:30:00 AM +0000,Dip,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-16 06:30:00 AM +0000,Dip,12,1.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-16 06:30:00 AM +0000,Dip,12,1.25,0.0,0.0,0.0,0.0,false,,1.0
2025-01-18 06:30:00 AM +0000,Barbell Bench Press,10,30.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-18 06:30:00 AM +0000,Barbell Bench Press,10,52.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-18 06:30:00 AM +0000,Barbell Bench Press,10,52.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-18 06:30:00 AM +0000,Bent Over Barbell Row,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-18 06:30:00 AM +0000,Bent Over Barbell Row,10,42.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-18 06:30:00 AM +0000,Bent Over Barbell Row,10,42.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-18 06:30:00 AM +0000,Dumbbell Shoulder Press,10,9.6,0.0,0.0,0.0,0.0,true,,2.0
2025-01-18 06:30:00 AM +0000,Dumbbell Shoulder Press,12,18.5,0.0,0.0,0.0,0.0,false,,2.0
2025-01-18 06:30:00 AM +0000,Dumbbell Shoulder Press,12,18.5,0.0,0.0,0.0,0.0,false,,2.0
2025-01-18 06:30:00 AM +0000,Dip,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-18 06:30:00 AM +0000,Dip,12,2.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-18 06:30:00 AM +0000,Dip,12,2.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Barbell Back Squat,10,39.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-20 06:30:00 AM +0000,Barbell Back Squat,8,67.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Barbell Back Squat,8,67.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Romanian Deadlift,10,27.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-20 06:30:00 AM +0000,Romanian Deadlift,10,47.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Romanian Deadlift,10,47.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Leg Press,10,78.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-20 06:30:00 AM +0000,Leg Press,12,132.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Leg Press,12,132.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Standing Calf Raise,10,42.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-20 06:30:00 AM +0000,Standing Calf Raise,15,72.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-20 06:30:00 AM +0000,Standing Calf Raise,15,72.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Barbell Deadlift,10,51.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-22 06:30:00 AM +0000,Barbell Deadlift,8,87.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Barbell Deadlift,8,87.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Pull Up,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-22 06:30:00 AM +0000,Pull Up,8,2.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Pull Up,8,2.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Leg Curl,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-22 06:30:00 AM +0000,Leg Curl,12,42.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Leg Curl,12,42.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Barbell Curl,10,10.799999999999999,0.0,0.0,0.0,0.0,true,,1.0
2025-01-22 06:30:00 AM +0000,Barbell Curl,10,20.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-22 06:30:00 AM +0000,Barbell Curl,10,20.5,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Barbell Back Squat,10,39.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-24 06:30:00 AM +0000,Barbell Back Squat,8,68.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Barbell Back Squat,8,68.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Romanian Deadlift,10,27.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-24 06:30:00 AM +0000,Romanian Deadlift,10,48.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Romanian Deadlift,10,48.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Leg Press,10,78.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-24 06:30:00 AM +0000,Leg Press,12,133.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Leg Press,12,133.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Standing Calf Raise,10,42.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-24 06:30:00 AM +0000,Standing Calf Raise,15,73.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-24 06:30:00 AM +0000,Standing Calf Raise,15,73.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Barbell Deadlift,10,51.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-26 06:30:00 AM +0000,Barbell Deadlift,8,88.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Barbell Deadlift,8,88.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Pull Up,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-26 06:30:00 AM +0000,Pull Up,8,3.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Pull Up,8,3.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Leg Curl,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-26 06:30:00 AM +0000,Leg Curl,12,43.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Leg Curl,12,43.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Barbell Curl,10,10.799999999999999,0.0,0.0,0.0,0.0,true,,1.0
2025-01-26 06:30:00 AM +0000,Barbell Curl,10,21.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-26 06:30:00 AM +0000,Barbell Curl,10,21.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-28 06:30:00 AM +0000,Barbell Bench Press,10,30.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-28 06:30:00 AM +0000,Barbell Bench Press,10,53.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-28 06:30:00 AM +0000,Barbell Bench Press,10,53.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-28 06:30:00 AM +0000,Bent Over Barbell Row,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-28 06:30:00 AM +0000,Bent Over Barbell Row,10,43.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-28 06:30:00 AM +0000,Bent Over Barbell Row,10,43.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-28 06:30:00 AM +0000,Dumbbell Shoulder Press,10,9.6,0.0,0.0,0.0,0.0,true,,2.0
2025-01-28 06:30:00 AM +0000,Dumbbell Shoulder Press,12,19.75,0.0,0.0,0.0,0.0,false,,2.0
2025-01-28 06:30:00 AM +0000,Dumbbell Shoulder Press,12,19.75,0.0,0.0,0.0,0.0,false,,2.0
2025-01-28 06:30:00 AM +0000,Dip,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-28 06:30:00 AM +0000,Dip,12,3.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-28 06:30:00 AM +0000,Dip,12,3.75,0.0,0.0,0.0,0.0,false,,1.0
2025-01-30 06:30:00 AM +0000,Barbell Bench Press,10,30.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-30 06:30:00 AM +0000,Barbell Bench Press,10,55.0,0.0,0.0,0.0,0.0,false,,1.0
2025-01-30 06:30:00 AM +0000,Barbell Bench Press,10,55.0,0.0,0.0,0.0,0.0,false,,1.0
2025-01-30 06:30:00 AM +0000,Bent Over Barbell Row,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-30 06:30:00 AM +0000,Bent Over Barbell Row,10,45.0,0.0,0.0,0.0,0.0,false,,1.0
2025-01-30 06:30:00 AM +0000,Bent Over Barbell Row,10,45.0,0.0,0.0,0.0,0.0,false,,1.0
2025-01-30 06:30:00 AM +0000,Dumbbell Shoulder Press,10,9.6,0.0,0.0,0.0,0.0,true,,2.0
2025-01-30 06:30:00 AM +0000,Dumbbell Shoulder Press,12,21.0,0.0,0.0,0.0,0.0,false,,2.0
2025-01-30 06:30:00 AM +0000,Dumbbell Shoulder Press,12,21.0,0.0,0.0,0.0,0.0,false,,2.0
2025-01-30 06:30:00 AM +0000,Dip,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-01-30 06:30:00 AM +0000,Dip,12,5.0,0.0,0.0,0.0,0.0,false,,1.0
2025-01-30 06:30:00 AM +0000,Dip,12,5.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Barbell Back Squat,10,39.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-01 06:30:00 AM +0000,Barbell Back Squat,8,70.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Barbell Back Squat,8,70.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Romanian Deadlift,10,27.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-01 06:30:00 AM +0000,Romanian Deadlift,10,50.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Romanian Deadlift,10,50.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Leg Press,10,78.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-01 06:30:00 AM +0000,Leg Press,12,135.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Leg Press,12,135.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Standing Calf Raise,10,42.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-01 06:30:00 AM +0000,Standing Calf Raise,15,75.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-01 06:30:00 AM +0000,Standing Calf Raise,15,75.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Barbell Deadlift,10,51.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-03 06:30:00 AM +0000,Barbell Deadlift,8,90.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Barbell Deadlift,8,90.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Pull Up,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-03 06:30:00 AM +0000,Pull Up,8,5.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Pull Up,8,5.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Leg Curl,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-03 06:30:00 AM +0000,Leg Curl,12,45.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Leg Curl,12,45.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Barbell Curl,10,10.799999999999999,0.0,0.0,0.0,0.0,true,,1.0
2025-02-03 06:30:00 AM +0000,Barbell Curl,10,23.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-03 06:30:00 AM +0000,Barbell Curl,10,23.0,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Barbell Back Squat,10,39.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-05 06:30:00 AM +0000,Barbell Back Squat,8,71.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Barbell Back Squat,8,71.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Romanian Deadlift,10,27.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-05 06:30:00 AM +0000,Romanian Deadlift,10,51.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Romanian Deadlift,10,51.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Leg Press,10,78.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-05 06:30:00 AM +0000,Leg Press,12,136.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Leg Press,12,136.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Standing Calf Raise,10,42.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-05 06:30:00 AM +0000,Standing Calf Raise,15,76.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-05 06:30:00 AM +0000,Standing Calf Raise,15,76.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Barbell Deadlift,10,51.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-07 06:30:00 AM +0000,Barbell Deadlift,8,91.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Barbell Deadlift,8,91.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Pull Up,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-07 06:30:00 AM +0000,Pull Up,8,6.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Pull Up,8,6.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Leg Curl,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-07 06:30:00 AM +0000,Leg Curl,12,46.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Leg Curl,12,46.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Barbell Curl,10,10.799999999999999,0.0,0.0,0.0,0.0,true,,1.0
2025-02-07 06:30:00 AM +0000,Barbell Curl,10,24.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-07 06:30:00 AM +0000,Barbell Curl,10,24.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-09 06:30:00 AM +0000,Barbell Bench Press,10,30.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-09 06:30:00 AM +0000,Barbell Bench Press,10,56.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-09 06:30:00 AM +0000,Barbell Bench Press,10,56.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-09 06:30:00 AM +0000,Bent Over Barbell Row,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-09 06:30:00 AM +0000,Bent Over Barbell Row,10,46.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-09 06:30:00 AM +0000,Bent Over Barbell Row,10,46.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-09 06:30:00 AM +0000,Dumbbell Shoulder Press,10,9.6,0.0,0.0,0.0,0.0,true,,2.0
2025-02-09 06:30:00 AM +0000,Dumbbell Shoulder Press,12,22.25,0.0,0.0,0.0,0.0,false,,2.0
2025-02-09 06:30:00 AM +0000,Dumbbell Shoulder Press,12,22.25,0.0,0.0,0.0,0.0,false,,2.0
2025-02-09 06:30:00 AM +0000,Dip,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-09 06:30:00 AM +0000,Dip,12,6.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-09 06:30:00 AM +0000,Dip,12,6.25,0.0,0.0,0.0,0.0,false,,1.0
2025-02-11 06:30:00 AM +0000,Barbell Bench Press,10,30.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-11 06:30:00 AM +0000,Barbell Bench Press,10,57.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-11 06:30:00 AM +0000,Barbell Bench Press,10,57.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-11 06:30:00 AM +0000,Bent Over Barbell Row,10,24.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-11 06:30:00 AM +0000,Bent Over Barbell Row,10,47.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-11 06:30:00 AM +0000,Bent Over Barbell Row,10,47.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-11 06:30:00 AM +0000,Dumbbell Shoulder Press,10,9.6,0.0,0.0,0.0,0.0,true,,2.0
2025-02-11 06:30:00 AM +0000,Dumbbell Shoulder Press,12,23.5,0.0,0.0,0.0,0.0,false,,2.0
2025-02-11 06:30:00 AM +0000,Dumbbell Shoulder Press,12,23.5,0.0,0.0,0.0,0.0,false,,2.0
2025-02-11 06:30:00 AM +0000,Dip,10,0.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-11 06:30:00 AM +0000,Dip,12,7.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-11 06:30:00 AM +0000,Dip,12,7.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Barbell Back Squat,10,39.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-13 06:30:00 AM +0000,Barbell Back Squat,8,72.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Barbell Back Squat,8,72.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Romanian Deadlift,10,27.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-13 06:30:00 AM +0000,Romanian Deadlift,10,52.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Romanian Deadlift,10,52.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Leg Press,10,78.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-13 06:30:00 AM +0000,Leg Press,12,137.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Leg Press,12,137.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Standing Calf Raise,10,42.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-13 06:30:00 AM +0000,Standing Calf Raise,15,77.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-13 06:30:00 AM +0000,Standing Calf Raise,15,77.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-15 06:30:00 AM +0000,Barbell Deadlift,10,51.0,0.0,0.0,0.0,0.0,true,,1.0
2025-02-15 06:30:00 AM +0000,Barbell Deadlift,8,92.5,0.0,0.0,0.0,0.0,false,,1.0
2025-02-15 06:30:00 AM +0000,Barbell Deadlift,8,92.5,0.0,0.0,0.0,0.0,false,,1.0
